Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
0,1,1,1,0,0,1,0,0,0,0,64,0,5,202.756
0,1,0,1,1,0,1,0,0,0,0,1024,0,5,315.796
0,1,1,1,0,0,1,0,0,0,0,1024,5,1,250.537
0,1,1,1,0,0,1,0,0,0,0,64,2,3,202.767
1,1,0,1,0,0,1,0,0,0,0,1024,5,1,253.797
0,1,0,1,1,0,0,0,0,1,0,1024,4,1,314.019
0,1,0,1,0,1,1,0,0,0,0,4096,3,5,513.644
0,1,0,1,0,1,0,0,1,0,0,64,2,2,254.912
0,1,0,1,0,0,0,1,1,0,0,1024,4,3,2466.79
0,1,0,1,0,0,0,0,1,0,1,64,5,0,213.105
0,1,0,1,0,1,0,0,0,1,0,64,1,2,226.737
0,1,1,1,0,0,0,0,1,0,0,256,2,2,178.081
0,1,0,1,0,0,0,0,1,0,1,4096,5,3,326.379
0,1,0,1,0,0,0,1,0,1,0,64,3,3,2127.82
0,1,1,1,0,0,1,0,0,0,0,256,2,1,159.534
0,1,0,1,0,1,0,0,1,0,0,256,1,2,212.589
0,1,0,1,0,0,0,1,1,0,0,1024,2,2,1443.07
0,1,1,1,0,0,1,0,0,0,0,64,0,6,227.647
0,1,1,1,0,0,1,0,0,0,0,4096,5,4,364.971
1,1,0,1,0,0,0,0,1,0,0,64,4,3,241.655
0,1,1,1,0,0,0,0,1,0,0,1024,6,1,254.016
0,1,0,1,0,1,1,0,0,0,0,4096,1,4,383.709
0,1,0,1,0,1,0,0,0,1,0,256,5,5,558.365
0,1,1,1,0,0,1,0,0,0,0,4096,5,5,391.6
0,1,1,1,0,0,0,0,0,1,0,256,6,3,323.724
1,1,0,1,0,0,1,0,0,0,0,1024,3,1,201.663
0,1,0,1,0,0,1,0,0,0,1,256,1,4,231.687
0,1,0,1,0,0,0,1,1,0,0,4096,6,5,3981.36
0,1,0,1,0,0,0,1,1,0,0,1024,5,4,3151.09
0,1,1,1,0,0,1,0,0,0,0,4096,0,3,205.325
0,1,0,1,0,0,0,1,1,0,0,64,6,5,3800.48
0,1,0,1,0,0,0,1,1,0,0,64,5,0,1763.75
0,1,1,1,0,0,1,0,0,0,0,256,3,3,236.141
0,1,0,1,1,0,0,0,1,0,0,256,6,0,320.403
0,1,0,1,0,0,0,0,0,1,1,64,5,2,282.324
0,1,1,1,0,0,1,0,0,0,0,4096,4,0,218.287
0,1,0,1,0,0,1,0,0,0,1,256,1,2,175.727
0,1,0,1,0,0,0,0,1,0,1,1024,5,0,215.441
1,1,0,1,0,0,1,0,0,0,0,64,3,6,294.522
0,1,0,1,1,0,0,0,0,1,0,64,2,0,173.812
0,1,1,1,0,0,1,0,0,0,0,1024,3,0,168.331
0,1,1,1,0,0,1,0,0,0,0,1024,0,4,205.708
1,1,0,1,0,0,0,0,0,1,0,1024,1,6,287.212
0,1,0,1,0,0,1,1,0,0,0,256,1,1,772.483
0,1,0,1,0,0,0,0,1,0,1,64,4,5,322.238
0,1,0,1,0,0,0,0,0,1,1,1024,0,6,299.166
1,1,0,1,0,0,1,0,0,0,0,64,2,6,270.308
0,1,0,1,0,0,0,0,0,1,1,64,1,6,288.123
0,1,0,1,0,1,0,0,1,0,0,1024,6,4,519.749
0,1,1,1,0,0,0,0,1,0,0,1024,3,0,156.205
0,1,0,1,0,0,0,0,1,0,1,4096,3,1,209.93
0,1,0,1,1,0,0,0,1,0,0,1024,6,3,444.414
0,1,0,1,1,0,0,0,1,0,0,1024,0,5,286.175
0,1,0,1,0,0,0,0,1,0,1,256,6,3,321.479
0,1,0,1,0,0,0,1,1,0,0,256,0,1,436.47
0,1,1,1,0,0,1,0,0,0,0,1024,6,0,244.417
0,1,1,1,0,0,1,0,0,0,0,1024,4,2,255.227
0,1,0,1,1,0,0,0,0,1,0,1024,3,4,404.559
0,1,0,1,0,0,1,1,0,0,0,256,6,0,2111.7
0,1,0,1,0,1,0,0,1,0,0,256,5,4,475.433
0,1,0,1,0,1,1,0,0,0,0,64,4,2,346.022
0,1,0,1,1,0,0,0,1,0,0,64,0,6,321.664
0,1,0,1,0,0,0,1,0,1,0,256,6,3,3261.66
0,1,0,1,0,1,1,0,0,0,0,256,0,4,272.275
0,1,0,1,1,0,0,0,0,1,0,1024,4,6,532.237
1,1,0,1,0,0,0,0,1,0,0,64,4,0,171.684
0,1,1,1,0,0,0,0,1,0,0,4096,0,4,196.744
0,1,1,1,0,0,0,0,1,0,0,64,1,6,249.927
0,1,1,1,0,0,0,0,1,0,0,256,4,0,177.23
0,1,0,1,0,0,1,1,0,0,0,4096,0,1,499.11
0,1,0,1,0,0,0,1,1,0,0,64,5,5,3460.78
0,1,0,1,0,0,0,1,1,0,0,4096,2,3,1874.76
1,1,0,1,0,0,0,0,1,0,0,256,6,1,241.544
0,1,0,1,0,0,0,0,1,0,1,1024,4,0,188.774
1,1,0,1,0,0,1,0,0,0,0,4096,4,0,213.524
0,1,1,1,0,0,0,0,0,1,0,4096,3,3,273.169
0,1,0,1,1,0,0,0,1,0,0,64,2,6,401.671
0,1,0,1,0,1,0,0,1,0,0,1024,0,4,260.351
0,1,0,1,0,0,1,1,0,0,0,64,0,4,1497.51
1,1,0,1,0,0,0,0,0,1,0,64,3,2,210.01
0,1,1,1,0,0,0,0,0,1,0,256,1,5,251.292
0,1,0,1,0,0,0,1,0,1,0,256,0,4,1527.69
0,1,0,1,0,0,0,1,1,0,0,64,2,6,2788.82
0,1,0,1,0,1,0,0,1,0,0,1024,4,3,389.911
1,1,0,1,0,0,0,0,0,1,0,64,1,3,186.934
0,1,1,1,0,0,1,0,0,0,0,256,2,3,210.782
0,1,0,1,1,0,0,0,1,0,0,1024,2,2,244.653
0,1,0,1,1,0,1,0,0,0,0,64,0,6,324.106
0,1,0,1,0,0,1,1,0,0,0,4096,3,1,1570.61
0,1,0,1,0,0,1,0,0,0,1,256,3,4,284.616
0,1,1,1,0,0,1,0,0,0,0,64,4,0,176.019
1,1,0,1,0,0,1,0,0,0,0,256,5,4,301.574
0,1,1,1,0,0,1,0,0,0,0,256,1,1,133.786
1,1,0,1,0,0,1,0,0,0,0,1024,2,3,231.026
0,1,0,1,0,0,1,1,0,0,0,256,5,4,3139.14
0,1,1,1,0,0,0,0,1,0,0,64,6,5,345.516
0,1,0,1,0,1,0,0,0,1,0,4096,2,0,208.871
0,1,1,1,0,0,0,0,1,0,0,4096,0,5,221.383
0,1,0,1,0,0,0,0,0,1,1,256,5,5,383.352
0,1,1,1,0,0,0,0,1,0,0,1024,0,2,130.146
0,1,1,1,0,0,0,0,0,1,0,64,2,4,241.796
0,1,1,1,0,0,0,0,1,0,0,64,1,5,225.805
0,1,0,1,0,1,0,0,1,0,0,64,1,6,387.376
1,1,0,1,0,0,1,0,0,0,0,4096,4,2,289.801
1,1,0,1,0,0,0,0,0,1,0,4096,1,5,278.207
0,1,0,1,0,0,0,0,1,0,1,4096,6,0,260.171
1,1,0,1,0,0,0,0,1,0,0,4096,2,2,191.707
0,1,0,1,0,0,0,0,0,1,1,1024,4,5,379.913
0,1,0,1,0,0,0,1,0,1,0,1024,0,5,1856.03
1,1,0,1,0,0,0,0,0,1,0,4096,3,6,351.591
0,1,0,1,0,0,1,0,0,0,1,64,6,6,407.385
0,1,0,1,0,1,0,0,0,1,0,256,0,6,377.832
0,1,0,1,0,0,0,0,1,0,1,256,1,3,188.415
0,1,0,1,0,0,0,0,1,0,1,1024,0,3,165.587
0,1,0,1,0,1,1,0,0,0,0,256,0,2,178.019
1,1,0,1,0,0,0,0,0,1,0,256,2,6,292.644
0,1,0,1,1,0,1,0,0,0,0,64,6,0,322.768
0,1,0,1,1,0,1,0,0,0,0,1024,5,3,439.638
1,1,0,1,0,0,0,0,0,1,0,64,5,3,279.702
0,1,0,1,0,1,1,0,0,0,0,4096,5,0,342.136
0,1,0,1,0,0,0,0,0,1,1,4096,6,1,333
0,1,0,1,0,1,0,0,1,0,0,64,0,3,210.684
0,1,0,1,0,0,1,1,0,0,0,4096,5,3,2996.76
0,1,0,1,0,1,1,0,0,0,0,4096,0,5,385.583
0,1,0,1,0,1,0,0,0,1,0,64,5,5,539.357
0,1,1,1,0,0,0,0,0,1,0,1024,1,6,292.14
0,1,0,1,0,0,0,0,0,1,1,1024,4,2,289.078
0,1,0,1,1,0,1,0,0,0,0,256,0,3,211.581
0,1,0,1,0,0,1,0,0,0,1,256,6,2,309.514
0,1,0,1,1,0,0,0,1,0,0,1024,3,3,324.958
1,1,0,1,0,0,0,0,1,0,0,64,6,1,240.759
0,1,1,1,0,0,1,0,0,0,0,4096,1,0,121.278
0,1,0,1,0,0,1,1,0,0,0,4096,0,2,867.507
0,1,0,1,0,0,0,1,0,1,0,256,5,6,3974.93
0,1,1,1,0,0,0,0,0,1,0,256,2,5,275.362
0,1,0,1,0,0,0,1,0,1,0,256,5,5,3620.31
0,1,0,1,0,1,0,0,1,0,0,64,3,3,342.558
0,1,0,1,0,0,0,1,1,0,0,64,3,4,2445.99
1,1,0,1,0,0,0,0,1,0,0,1024,0,2,130.026
0,1,1,1,0,0,0,0,0,1,0,256,6,1,274.661
1,1,0,1,0,0,0,0,0,1,0,1024,0,4,212.082
0,1,0,1,0,1,0,0,0,1,0,64,4,6,537.286
0,1,0,1,1,0,0,0,0,1,0,4096,2,5,426.843
0,1,0,1,1,0,0,0,1,0,0,1024,6,4,485.828
0,1,1,1,0,0,1,0,0,0,0,4096,2,3,263.779
0,1,0,1,0,1,1,0,0,0,0,256,2,0,173.99
0,1,0,1,0,0,1,1,0,0,0,64,6,0,2184.08
0,1,0,1,0,1,1,0,0,0,0,64,5,0,301.309
0,1,0,1,0,1,0,0,0,1,0,1024,3,3,400.109
0,1,0,1,1,0,0,0,0,1,0,4096,4,5,508.081
0,1,1,1,0,0,1,0,0,0,0,4096,3,3,296.424
0,1,1,1,0,0,1,0,0,0,0,64,6,6,371.027
0,1,1,1,0,0,0,0,0,1,0,64,0,4,192.576
0,1,0,1,0,0,0,0,0,1,1,256,2,0,156.332
1,1,0,1,0,0,1,0,0,0,0,1024,0,6,258.152
0,1,1,1,0,0,0,0,0,1,0,4096,2,5,305.556
0,1,1,1,0,0,0,0,1,0,0,4096,2,3,221.54
1,1,0,1,0,0,0,0,1,0,0,256,2,1,149.744
0,1,0,1,0,1,0,0,1,0,0,64,4,3,385.081
0,1,0,1,0,0,0,0,1,0,1,256,3,4,267.851
0,1,1,1,0,0,1,0,0,0,0,1024,0,1,111.004
0,1,0,1,0,0,0,1,1,0,0,4096,0,6,2236.46
0,1,0,1,1,0,0,0,1,0,0,256,0,5,283.415
0,1,0,1,0,0,0,1,1,0,0,1024,2,0,757.245
0,1,1,1,0,0,0,0,0,1,0,64,3,6,314.74
0,1,0,1,0,0,0,0,1,0,1,1024,4,1,215.78
0,1,0,1,1,0,0,0,1,0,0,64,4,0,240.639
0,1,0,1,0,0,1,1,0,0,0,256,6,5,3812.03
0,1,0,1,0,0,1,0,0,0,1,1024,4,1,247.319
1,1,0,1,0,0,0,0,0,1,0,1024,2,6,314.429
1,1,0,1,0,0,1,0,0,0,0,1024,6,6,396.436
0,1,1,1,0,0,0,0,1,0,0,256,1,1,130.17
0,1,0,1,0,0,1,1,0,0,0,1024,1,2,1168.28
0,1,0,1,0,1,1,0,0,0,0,4096,1,3,335.472
0,1,0,1,0,1,1,0,0,0,0,256,2,3,316.09
0,1,0,1,0,0,1,0,0,0,1,1024,1,0,117.294
1,1,0,1,0,0,1,0,0,0,0,4096,0,5,274.107
0,1,0,1,0,0,1,0,0,0,1,64,4,3,272.653
0,1,0,1,0,0,1,1,0,0,0,256,2,1,1108.08
0,1,0,1,1,0,0,0,0,1,0,1024,5,5,526.648
0,1,1,1,0,0,0,0,0,1,0,256,2,0,153.049
0,1,0,1,1,0,0,0,1,0,0,64,3,4,361.14
0,1,1,1,0,0,0,0,0,1,0,4096,0,1,127.501
0,1,1,1,0,0,0,0,0,1,0,1024,4,4,315.95
0,1,0,1,0,0,0,0,1,0,1,256,0,6,242.981
0,1,0,1,0,1,0,0,0,1,0,1024,5,1,389.928
0,1,0,1,0,1,0,0,0,1,0,4096,6,2,509.646
1,1,0,1,0,0,0,0,0,1,0,4096,5,5,374.679
0,1,1,1,0,0,0,0,1,0,0,64,6,0,222.712
0,1,0,1,0,1,0,0,1,0,0,256,2,4,343.532
0,1,0,1,0,0,1,0,0,0,1,1024,2,1,193.105
0,1,0,1,0,0,1,0,0,0,1,1024,6,0,259.633
0,1,0,1,0,1,1,0,0,0,0,256,4,3,400.994
0,1,1,1,0,0,1,0,0,0,0,64,4,2,226.306
1,1,0,1,0,0,0,0,1,0,0,4096,6,0,234.825
0,1,0,1,0,0,0,0,1,0,1,1024,5,5,353.7
1,1,0,1,0,0,0,0,0,1,0,1024,0,5,239.188
0,1,1,1,0,0,0,0,1,0,0,4096,0,1,112.574
1,1,0,1,0,0,0,0,1,0,0,256,5,1,218.443
1,1,0,1,0,0,1,0,0,0,0,256,5,6,350.175
0,1,0,1,0,1,1,0,0,0,0,4096,6,0,388.501
1,1,0,1,0,0,0,0,0,1,0,256,4,2,242.961
0,1,0,1,0,1,0,0,1,0,0,1024,1,1,170.375
0,1,0,1,0,0,0,0,1,0,1,256,5,6,375.55
1,1,0,1,0,0,1,0,0,0,0,64,5,0,197.214
1,1,0,1,0,0,0,0,1,0,0,1024,5,1,222.425
0,1,0,1,0,0,1,1,0,0,0,64,1,5,2195.78
1,1,0,1,0,0,0,0,0,1,0,4096,3,4,300.527
0,1,1,1,0,0,0,0,1,0,0,1024,4,6,328.92
1,1,0,1,0,0,1,0,0,0,0,1024,5,6,372.474
0,1,0,1,0,0,1,1,0,0,0,1024,3,2,1866.56
0,1,0,1,0,1,1,0,0,0,0,256,4,5,491.871
0,1,0,1,0,0,0,0,0,1,1,4096,4,0,228.188
0,1,0,1,1,0,1,0,0,0,0,4096,2,4,386.912
0,1,0,1,0,0,1,1,0,0,0,1024,1,1,818.04
0,1,0,1,0,1,0,0,1,0,0,1024,2,0,170.091
0,1,0,1,1,0,0,0,0,1,0,64,2,4,335.718
1,1,0,1,0,0,0,0,0,1,0,256,4,3,266.11
1,1,0,1,0,0,1,0,0,0,0,4096,6,1,310.072
0,1,0,1,0,1,0,0,1,0,0,64,3,5,430.136
0,1,0,1,0,1,1,0,0,0,0,1024,4,1,332.618
0,1,0,1,0,0,1,1,0,0,0,256,0,4,1453.2
0,1,0,1,0,0,0,0,0,1,1,1024,6,2,346.303
0,1,0,1,0,0,0,0,1,0,1,64,2,1,159.326
0,1,0,1,0,0,0,1,1,0,0,64,3,6,3122.96
0,1,0,1,0,0,0,0,1,0,1,4096,5,5,384.32
0,1,0,1,1,0,0,0,1,0,0,256,5,3,403.002
0,1,0,1,0,1,0,0,0,1,0,256,4,2,376.292
0,1,0,1,1,0,1,0,0,0,0,256,6,0,330.937
1,1,0,1,0,0,0,0,1,0,0,4096,1,0,120.151
0,1,0,1,0,0,0,0,1,0,1,1024,2,3,218.106
1,1,0,1,0,0,1,0,0,0,0,256,4,1,206.248
0,1,0,1,0,1,1,0,0,0,0,4096,5,6,655.096
0,1,0,1,0,0,0,0,1,0,1,1024,2,0,136.121
1,1,0,1,0,0,0,0,1,0,0,4096,3,5,289.95
0,1,0,1,0,1,1,0,0,0,0,256,3,5,448.1
0,1,0,1,0,1,0,0,0,1,0,1024,0,4,302.027
1,1,0,1,0,0,0,0,0,1,0,1024,0,6,265.908
0,1,0,1,1,0,1,0,0,0,0,1024,5,2,396.948
0,1,0,1,0,0,0,0,0,1,1,256,3,6,356.598
0,1,0,1,1,0,0,0,1,0,0,256,3,0,201.08
0,1,1,1,0,0,1,0,0,0,0,4096,4,4,340.049
0,1,0,1,0,0,0,1,1,0,0,1024,1,5,2133.17
1,1,0,1,0,0,0,0,0,1,0,1024,4,6,359.703
0,1,0,1,0,0,0,0,0,1,1,4096,3,3,311.549
0,1,0,1,0,1,0,0,0,1,0,1024,5,6,628.25
0,1,0,1,1,0,0,0,1,0,0,4096,2,5,386.258
1,1,0,1,0,0,1,0,0,0,0,1024,1,1,147.416
1,1,0,1,0,0,0,0,1,0,0,64,3,3,218.678
0,1,0,1,0,0,0,1,0,1,0,1024,5,0,1804.9
0,1,0,1,1,0,1,0,0,0,0,64,5,3,403.769
0,1,0,1,0,0,0,1,1,0,0,256,5,3,2867.06
0,1,1,1,0,0,0,0,0,1,0,4096,4,2,272.695
0,1,1,1,0,0,0,0,1,0,0,4096,3,0,169.715
0,1,1,1,0,0,1,0,0,0,0,1024,4,1,223.829
0,1,0,1,1,0,0,0,1,0,0,4096,0,1,133.692
0,1,0,1,0,0,1,0,0,0,1,4096,1,6,360.705
0,1,0,1,0,0,1,1,0,0,0,4096,6,5,4047.76
0,1,1,1,0,0,0,0,1,0,0,256,6,3,299.183
0,1,0,1,0,0,1,1,0,0,0,1024,1,4,1876.76
0,1,0,1,0,0,0,0,0,1,1,4096,3,2,280.106
0,1,0,1,1,0,1,0,0,0,0,64,4,5,445.394
0,1,0,1,0,1,0,0,0,1,0,1024,3,6,535.374
0,1,0,1,0,1,0,0,0,1,0,256,3,3,377.164
0,1,0,1,0,1,0,0,0,1,0,256,6,3,510.83
0,1,0,1,0,1,1,0,0,0,0,64,5,5,524.609
1,1,0,1,0,0,1,0,0,0,0,1024,6,3,324.338
0,1,0,1,0,0,0,0,1,0,1,4096,4,1,237.988
0,1,0,1,0,1,0,0,1,0,0,64,1,4,297.958
0,1,1,1,0,0,1,0,0,0,0,64,0,2,126.258
1,1,0,1,0,0,0,0,0,1,0,4096,4,2,273.083
0,1,0,1,1,0,1,0,0,0,0,4096,5,0,328.533
0,1,0,1,1,0,0,0,1,0,0,1024,6,1,362.41
0,1,1,1,0,0,0,0,1,0,0,4096,2,5,271.78
0,1,0,1,0,1,0,0,0,1,0,256,1,4,333.181
0,1,0,1,0,0,1,0,0,0,1,64,4,4,300.785
0,1,0,1,0,1,0,0,0,1,0,1024,1,6,449.116
0,1,0,1,0,1,0,0,0,1,0,256,4,0,279.463
0,1,0,1,0,0,0,1,1,0,0,64,1,0,416.52
0,1,0,1,0,1,0,0,1,0,0,4096,2,0,185.338
1,1,0,1,0,0,1,0,0,0,0,1024,2,2,204.236
0,1,0,1,1,0,1,0,0,0,0,4096,2,3,350.539
0,1,0,1,0,0,0,1,1,0,0,4096,5,2,2580.18
0,1,0,1,0,1,0,0,1,0,0,256,0,4,256.64
0,1,0,1,1,0,1,0,0,0,0,256,2,6,417.659
0,1,0,1,0,1,0,0,1,0,0,1024,3,3,346.068
0,1,0,1,0,0,0,1,1,0,0,64,2,1,1093.25
0,1,0,1,1,0,0,0,0,1,0,64,0,4,255.081
0,1,0,1,0,0,1,0,0,0,1,4096,6,0,293.178
0,1,1,1,0,0,1,0,0,0,0,4096,2,4,300.002
0,1,0,1,0,0,0,1,0,1,0,1024,2,1,1149.22
1,1,0,1,0,0,0,0,0,1,0,1024,4,5,336.696
0,1,0,1,0,0,1,1,0,0,0,4096,4,5,3350.64
0,1,1,1,0,0,1,0,0,0,0,256,5,1,235.874
0,1,0,1,0,0,1,1,0,0,0,1024,2,3,1875.11
0,1,1,1,0,0,0,0,0,1,0,64,3,5,290.211
0,1,1,1,0,0,1,0,0,0,0,1024,0,5,231.892
0,1,1,1,0,0,0,0,0,1,0,1024,5,1,262.514
1,1,0,1,0,0,1,0,0,0,0,1024,4,2,255.548
0,1,0,1,1,0,0,0,0,1,0,4096,0,5,340.159
1,1,0,1,0,0,0,0,1,0,0,256,6,0,217.979
0,1,0,1,1,0,0,0,1,0,0,64,1,0,119.877
0,1,0,1,1,0,0,0,1,0,0,1024,2,5,365.989
0,1,0,1,0,1,1,0,0,0,0,256,4,6,535.447
0,1,0,1,0,0,0,0,0,1,1,64,1,4,229.336
1,1,0,1,0,0,1,0,0,0,0,1024,5,0,215.363
0,1,0,1,0,0,0,0,1,0,1,256,6,0,239.487
0,1,0,1,0,0,0,1,1,0,0,64,4,6,3462.71
0,1,0,1,1,0,1,0,0,0,0,256,5,6,538.46
0,1,1,1,0,0,1,0,0,0,0,4096,3,4,317.215
0,1,0,1,0,1,0,0,0,1,0,1024,6,2,489.002
0,1,0,1,0,1,1,0,0,0,0,64,1,6,393.502
0,1,1,1,0,0,0,0,1,0,0,1024,1,4,207.539
1,1,0,1,0,0,0,0,1,0,0,256,5,6,335.267
0,1,0,1,1,0,0,0,1,0,0,1024,4,6,486.641
0,1,1,1,0,0,0,0,0,1,0,64,1,6,266.699
0,1,0,1,1,0,1,0,0,0,0,64,4,6,486.572
0,1,1,1,0,0,0,0,1,0,0,256,5,2,250.038
0,1,1,1,0,0,0,0,1,0,0,1024,2,5,257.096
0,1,0,1,0,1,0,0,0,1,0,256,5,1,373.376
1,1,0,1,0,0,1,0,0,0,0,1024,1,6,279.252
0,1,1,1,0,0,0,0,0,1,0,4096,3,6,361.541
0,1,0,1,0,0,0,1,1,0,0,256,5,2,2523.99
0,1,1,1,0,0,0,0,0,1,0,1024,6,1,286.938
0,1,1,1,0,0,1,0,0,0,0,64,3,3,226.247
0,1,0,1,0,0,1,1,0,0,0,64,1,3,1492.14
0,1,0,1,1,0,1,0,0,0,0,1024,1,3,274.152
0,1,0,1,0,0,0,0,1,0,1,1024,2,4,245.168
0,1,1,1,0,0,0,0,0,1,0,1024,0,4,213.999
1,1,0,1,0,0,0,0,1,0,0,1024,0,5,200.56
0,1,0,1,1,0,0,0,1,0,0,256,3,4,363.108
0,1,0,1,0,0,0,1,1,0,0,64,1,2,1095.09
1,1,0,1,0,0,0,0,1,0,0,4096,2,1,166.348
0,1,0,1,1,0,1,0,0,0,0,256,1,6,377.267
0,1,0,1,1,0,0,0,0,1,0,256,0,3,224.055
1,1,0,1,0,0,0,0,1,0,0,64,6,6,357.218
0,1,0,1,1,0,0,0,1,0,0,1024,5,2,364.92
0,1,0,1,0,0,1,1,0,0,0,256,3,4,2462.68
0,1,1,1,0,0,1,0,0,0,0,4096,5,3,337.592
0,1,0,1,0,1,0,0,1,0,0,4096,1,6,423.544
0,1,0,1,0,1,1,0,0,0,0,64,0,6,350.245
0,1,0,1,0,0,0,1,0,1,0,64,4,4,2804.23
0,1,1,1,0,0,1,0,0,0,0,256,2,0,132.708
0,1,0,1,0,1,0,0,1,0,0,64,2,4,341.862
0,1,0,1,0,0,0,0,1,0,1,256,6,1,265.981
0,1,0,1,0,1,0,0,1,0,0,4096,5,2,417.074
0,1,1,1,0,0,0,0,1,0,0,256,4,4,274.791
0,1,0,1,0,0,0,0,0,1,1,256,5,6,413.903
0,1,1,1,0,0,0,0,0,1,0,4096,2,1,196.035
0,1,0,1,0,0,1,0,0,0,1,256,4,4,311.333
1,1,0,1,0,0,1,0,0,0,0,256,3,0,157.803
0,1,0,1,0,0,0,0,0,1,1,4096,1,5,320.737
0,1,0,1,0,0,1,0,0,0,1,64,1,4,219.56
0,1,0,1,1,0,0,0,1,0,0,4096,4,4,426.264
0,1,1,1,0,0,1,0,0,0,0,64,5,2,249.496
0,1,0,1,0,0,0,1,1,0,0,4096,6,3,3283.51
1,1,0,1,0,0,1,0,0,0,0,64,4,5,292.542
0,1,0,1,1,0,0,0,0,1,0,256,3,3,345.749
0,1,1,1,0,0,0,0,0,1,0,256,1,4,226.79
0,1,0,1,0,0,0,1,0,1,0,1024,3,0,1125.9
0,1,0,1,1,0,1,0,0,0,0,1024,6,0,340.343
0,1,0,1,0,1,0,0,1,0,0,64,4,5,473.341
0,1,0,1,0,1,1,0,0,0,0,4096,3,0,251.528
0,1,1,1,0,0,0,0,1,0,0,64,1,3,177.144
0,1,1,1,0,0,1,0,0,0,0,256,1,6,262.787
1,1,0,1,0,0,0,0,0,1,0,64,3,3,234.27
0,1,0,1,0,0,0,1,0,1,0,1024,0,3,1162.57
1,1,0,1,0,0,0,0,1,0,0,4096,3,0,165.955
1,1,0,1,0,0,0,0,1,0,0,256,2,3,196.951
0,1,0,1,1,0,1,0,0,0,0,4096,6,4,554.388
0,1,0,1,0,1,0,0,0,1,0,256,0,3,235.467
0,1,1,1,0,0,0,0,1,0,0,1024,3,4,256.484
0,1,0,1,0,0,1,1,0,0,0,4096,4,3,2643.58
0,1,0,1,1,0,1,0,0,0,0,64,3,4,363.677
0,1,0,1,0,1,0,0,1,0,0,1024,2,2,259.407
0,1,0,1,0,1,1,0,0,0,0,256,0,5,317.772
0,1,0,1,0,1,0,0,0,1,0,4096,2,5,474.844
0,1,0,1,0,0,1,0,0,0,1,256,2,0,140.738
1,1,0,1,0,0,1,0,0,0,0,4096,5,2,313.231
0,1,0,1,0,0,1,1,0,0,0,4096,3,0,1184.5
0,1,0,1,0,0,0,0,0,1,1,4096,6,3,399.194
0,1,0,1,0,0,0,1,0,1,0,64,4,1,1784.78
1,1,0,1,0,0,0,0,0,1,0,64,4,0,185.433
0,1,0,1,0,0,0,0,0,1,1,1024,4,3,320.645
0,1,0,1,1,0,0,0,0,1,0,4096,0,6,386.942
0,1,0,1,0,0,1,1,0,0,0,64,6,3,3238.92
0,1,0,1,0,0,0,0,1,0,1,1024,3,1,189.501
0,1,1,1,0,0,0,0,0,1,0,256,4,4,299.336
0,1,1,1,0,0,0,0,1,0,0,1024,6,3,304.715
0,1,0,1,0,0,0,1,0,1,0,1024,6,5,3892.91
0,1,0,1,0,1,1,0,0,0,0,4096,0,6,430.451
0,1,0,1,0,0,0,0,0,1,1,4096,1,4,288.411
1,1,0,1,0,0,0,0,0,1,0,4096,5,2,299.603
0,1,1,1,0,0,0,0,0,1,0,256,3,2,226.498
0,1,0,1,0,0,0,0,0,1,1,1024,2,5,325.036
1,1,0,1,0,0,1,0,0,0,0,4096,1,3,240.125
0,1,0,1,0,1,1,0,0,0,0,256,1,3,272.76
0,1,0,1,1,0,0,0,0,1,0,256,5,2,386.243
0,1,0,1,1,0,0,0,0,1,0,256,4,1,305.259
0,1,1,1,0,0,0,0,0,1,0,4096,3,4,304.788
0,1,0,1,0,0,0,0,1,0,1,1024,1,0,109.527
0,1,0,1,1,0,0,0,1,0,0,64,6,2,407.302
0,1,1,1,0,0,1,0,0,0,0,1024,3,4,283.132
1,1,0,1,0,0,1,0,0,0,0,1024,4,0,193.63
0,1,0,1,1,0,0,0,1,0,0,256,5,4,442.947
0,1,0,1,1,0,1,0,0,0,0,256,4,5,457.009
1,1,0,1,0,0,0,0,0,1,0,64,6,6,372.552
1,1,0,1,0,0,1,0,0,0,0,64,4,3,244.475
0,1,0,1,0,1,0,0,0,1,0,256,5,6,602.058
0,1,1,1,0,0,0,0,1,0,0,256,1,5,227.599
0,1,1,1,0,0,0,0,0,1,0,64,6,4,337.694
1,1,0,1,0,0,0,0,0,1,0,256,6,0,242.875
0,1,0,1,1,0,1,0,0,0,0,64,6,1,364.335
0,1,0,1,0,1,0,0,1,0,0,4096,5,6,601.159
1,1,0,1,0,0,0,0,1,0,0,64,6,2,264.699
1,1,0,1,0,0,0,0,0,1,0,1024,1,2,184.375
0,1,0,1,1,0,1,0,0,0,0,4096,1,1,200.315
0,1,0,1,0,1,0,0,1,0,0,64,5,0,302.857
0,1,0,1,0,0,0,1,0,1,0,1024,2,2,1496.06
0,1,0,1,0,0,0,0,1,0,1,1024,4,2,244.013
0,1,0,1,1,0,1,0,0,0,0,256,6,1,376.184
0,1,0,1,0,0,0,1,1,0,0,64,3,5,2783.73
0,1,1,1,0,0,1,0,0,0,0,1024,6,3,334.34
0,1,0,1,0,0,0,0,1,0,1,4096,5,0,233.949
0,1,0,1,1,0,0,0,0,1,0,4096,6,1,416.085
